Label,Id
LARCENY/THEFT,105933
SUSPICIOUS OCC,47204
VEHICLE THEFT,705508
LARCENY/THEFT,758498
MISSING PERSON,273544
ASSAULT,424336
VEHICLE THEFT,676698
LARCENY/THEFT,764312
OTHER OFFENSES,783233
LARCENY/THEFT,431099
SUSPICIOUS OCC,548197
LARCENY/THEFT,583092
VEHICLE THEFT,644783
OTHER OFFENSES,512740
ASSAULT,747768
LARCENY/THEFT,384900
ASSAULT,274204
OTHER OFFENSES,471001
LARCENY/THEFT,486707
FRAUD,761242
LARCENY/THEFT,728747
ROBBERY,28792
TRESPASS,584413
OTHER OFFENSES,399279
OTHER OFFENSES,756937
VEHICLE THEFT,134316
SUSPICIOUS OCC,261619
ROBBERY,103186
NON-CRIMINAL,32528
VEHICLE THEFT,269841
ASSAULT,98932
NON-CRIMINAL,69738
LARCENY/THEFT,728876
LARCENY/THEFT,819430
VANDALISM,512768
VANDALISM,185673
VANDALISM,493735
OTHER OFFENSES,431062
LARCENY/THEFT,377238
WARRANTS,12035
LARCENY/THEFT,445863
LARCENY/THEFT,864973
LARCENY/THEFT,276892
ROBBERY,281894
OTHER OFFENSES,399110
SUSPICIOUS OCC,806086
LARCENY/THEFT,677963
BURGLARY,245502
LARCENY/THEFT,308863
WARRANTS,497894
LARCENY/THEFT,758103
ROBBERY,248882
BURGLARY,345401
LARCENY/THEFT,682642
SUSPICIOUS OCC,470369
VEHICLE THEFT,824988
BURGLARY,159014
LARCENY/THEFT,860408
SECONDARY CODES,391597
ASSAULT,512117
NON-CRIMINAL,733315
ROBBERY,684374
TRESPASS,774372
OTHER OFFENSES,657736
RECOVERED VEHICLE,533182
LARCENY/THEFT,320285
FORGERY/COUNTERFEITING,776485
LARCENY/THEFT,803054
VANDALISM,441641
VANDALISM,3780
OTHER OFFENSES,92158
OTHER OFFENSES,279181
LARCENY/THEFT,637643
WARRANTS,239254
OTHER OFFENSES,747327
TRESPASS,225241
ASSAULT,363901
FORGERY/COUNTERFEITING,823086
DRUNKENNESS,816500
VEHICLE THEFT,549156
VANDALISM,795802
NON-CRIMINAL,511700
DRUG/NARCOTIC,452164
ASSAULT,682096
NON-CRIMINAL,43866
ROBBERY,543921
BURGLARY,396755
SUSPICIOUS OCC,779876
ASSAULT,340805
VANDALISM,58361
LARCENY/THEFT,711080
ASSAULT,665143
VANDALISM,761424
ASSAULT,631315
VEHICLE THEFT,748871
ASSAULT,521069
SUSPICIOUS OCC,641297
STOLEN PROPERTY,707774
ROBBERY,53736
ASSAULT,239468
SECONDARY CODES,786484
ASSAULT,469323
MISSING PERSON,623758
LARCENY/THEFT,772168
PROSTITUTION,466686
FRAUD,190873
OTHER OFFENSES,187719
NON-CRIMINAL,178488
NON-CRIMINAL,172003
DRUNKENNESS,722248
DRUG/NARCOTIC,391911
LARCENY/THEFT,574604
SEX OFFENSES FORCIBLE,356148
BURGLARY,235139
LARCENY/THEFT,94325
ASSAULT,382716
OTHER OFFENSES,465298
VEHICLE THEFT,53118
NON-CRIMINAL,421778
VANDALISM,417399
FORGERY/COUNTERFEITING,682507
OTHER OFFENSES,270714
BURGLARY,327393
DRUG/NARCOTIC,598250
OTHER OFFENSES,164913
LARCENY/THEFT,668361
LARCENY/THEFT,692324
DRUG/NARCOTIC,584289
LARCENY/THEFT,125925
LARCENY/THEFT,318243
WARRANTS,675342
LARCENY/THEFT,11016
VEHICLE THEFT,620800
BURGLARY,135800
OTHER OFFENSES,578568
SEX OFFENSES FORCIBLE,406340
MISSING PERSON,384020
LARCENY/THEFT,667804
SUSPICIOUS OCC,634313
LARCENY/THEFT,306919
BURGLARY,337354
VANDALISM,313792
NON-CRIMINAL,355881
OTHER OFFENSES,451897
LARCENY/THEFT,116570
SUSPICIOUS OCC,504270
OTHER OFFENSES,606364
OTHER OFFENSES,211467
BURGLARY,100683
DRUG/NARCOTIC,97349
NON-CRIMINAL,91165
WARRANTS,771109
STOLEN PROPERTY,629540
SECONDARY CODES,505942
DRUG/NARCOTIC,346969
ASSAULT,559790
VANDALISM,8924
PROSTITUTION,838847
LARCENY/THEFT,142368
LARCENY/THEFT,697037
NON-CRIMINAL,59352
BURGLARY,765831
ASSAULT,596406
ASSAULT,634125
NON-CRIMINAL,547655
ROBBERY,541856
VEHICLE THEFT,871845
ASSAULT,235034
OTHER OFFENSES,283833
NON-CRIMINAL,235045
LARCENY/THEFT,440947
SUSPICIOUS OCC,369416
OTHER OFFENSES,474612
VANDALISM,206829
MISSING PERSON,327098
LARCENY/THEFT,502682
DRUG/NARCOTIC,7275
VANDALISM,565246
ROBBERY,25030
VEHICLE THEFT,100012
LARCENY/THEFT,94275
PROSTITUTION,852566
ASSAULT,536613
LARCENY/THEFT,48079
ASSAULT,536242
VANDALISM,361739
LARCENY/THEFT,335365
ASSAULT,47049
NON-CRIMINAL,375326
OTHER OFFENSES,802688
LARCENY/THEFT,866214
LARCENY/THEFT,66175
OTHER OFFENSES,420941
OTHER OFFENSES,344777
VEHICLE THEFT,491102
SUSPICIOUS OCC,586597
ROBBERY,411258
OTHER OFFENSES,818054
DRUG/NARCOTIC,13405
NON-CRIMINAL,90064
SUSPICIOUS OCC,58013
VEHICLE THEFT,840275
ROBBERY,537690
GAMBLING,197901
WEAPON LAWS,659708
OTHER OFFENSES,477749
ROBBERY,169985
SUSPICIOUS OCC,162
LARCENY/THEFT,421332
VANDALISM,542152
LARCENY/THEFT,276629
NON-CRIMINAL,598601
OTHER OFFENSES,26290
SUSPICIOUS OCC,716492
ASSAULT,141764
VANDALISM,293673
NON-CRIMINAL,335028
ASSAULT,648157
OTHER OFFENSES,258881
ARSON,297595
ASSAULT,678472
NON-CRIMINAL,662777
OTHER OFFENSES,446253
OTHER OFFENSES,730088
MISSING PERSON,7719
DRUG/NARCOTIC,739141
LARCENY/THEFT,537092
PROSTITUTION,543539
NON-CRIMINAL,814769
ASSAULT,429941
OTHER OFFENSES,435661
NON-CRIMINAL,228361
OTHER OFFENSES,292841
VANDALISM,464675
SECONDARY CODES,387622
NON-CRIMINAL,100982
NON-CRIMINAL,123217
LARCENY/THEFT,521639
LARCENY/THEFT,159745
LARCENY/THEFT,214937
WARRANTS,865783
OTHER OFFENSES,97849
NON-CRIMINAL,14296
LARCENY/THEFT,341683
NON-CRIMINAL,99381
VANDALISM,609532
MISSING PERSON,231425
OTHER OFFENSES,377607
LARCENY/THEFT,864234
PROSTITUTION,762213
OTHER OFFENSES,561139
NON-CRIMINAL,377995
DISORDERLY CONDUCT,356008
OTHER OFFENSES,11379
VANDALISM,743086
WARRANTS,387985
NON-CRIMINAL,409116
ASSAULT,267858
VANDALISM,257073
MISSING PERSON,856460
LARCENY/THEFT,212749
OTHER OFFENSES,455719
OTHER OFFENSES,256513
VANDALISM,681827
OTHER OFFENSES,420823
MISSING PERSON,376473
NON-CRIMINAL,18485
ASSAULT,529047
NON-CRIMINAL,706733
SUSPICIOUS OCC,804365
NON-CRIMINAL,292421
VEHICLE THEFT,584348
MISSING PERSON,354934
WARRANTS,424443
LARCENY/THEFT,178883
VEHICLE THEFT,718062
NON-CRIMINAL,581291
FRAUD,206220
NON-CRIMINAL,695026
LARCENY/THEFT,246131
OTHER OFFENSES,646961
OTHER OFFENSES,301542
OTHER OFFENSES,812900
WEAPON LAWS,278650
DRUG/NARCOTIC,734843
VEHICLE THEFT,778806
NON-CRIMINAL,445481
VANDALISM,405412
OTHER OFFENSES,465245
OTHER OFFENSES,1688
DRUNKENNESS,545628
DRUG/NARCOTIC,480719
LARCENY/THEFT,785875
ASSAULT,489387
LARCENY/THEFT,217630
NON-CRIMINAL,51557
OTHER OFFENSES,187617
NON-CRIMINAL,823464
OTHER OFFENSES,495032
NON-CRIMINAL,290874
NON-CRIMINAL,409288
WEAPON LAWS,43106
VEHICLE THEFT,616131
NON-CRIMINAL,187976
ASSAULT,31903
WARRANTS,110916
NON-CRIMINAL,759688
ASSAULT,549976
OTHER OFFENSES,761915
ASSAULT,505660
OTHER OFFENSES,827414
SUSPICIOUS OCC,710670
NON-CRIMINAL,716774
ASSAULT,568104
OTHER OFFENSES,452789
OTHER OFFENSES,45122
OTHER OFFENSES,436557
LARCENY/THEFT,610681
OTHER OFFENSES,392302
VEHICLE THEFT,555929
VEHICLE THEFT,556773
VEHICLE THEFT,452921
SECONDARY CODES,488347
LARCENY/THEFT,86801
LARCENY/THEFT,620206
SUSPICIOUS OCC,265334
DRUNKENNESS,167784
LARCENY/THEFT,31208
OTHER OFFENSES,594583
BURGLARY,411850
LARCENY/THEFT,400297
WARRANTS,874240
DRUG/NARCOTIC,511810
LARCENY/THEFT,703723
DRUG/NARCOTIC,844455
FRAUD,382761
DRUG/NARCOTIC,271384
VANDALISM,585194
DRUG/NARCOTIC,568108
NON-CRIMINAL,204060
ASSAULT,270664
NON-CRIMINAL,76703
DRUNKENNESS,465853
LARCENY/THEFT,557507
SUSPICIOUS OCC,476685
WARRANTS,30229
ASSAULT,670927
OTHER OFFENSES,271556
DRUNKENNESS,274530
VEHICLE THEFT,194133
ASSAULT,489405
LARCENY/THEFT,692495
BURGLARY,722687
TRESPASS,379675
VANDALISM,754784
RUNAWAY,213988
STOLEN PROPERTY,479413
VEHICLE THEFT,106772
ASSAULT,815524
LARCENY/THEFT,559390
SUSPICIOUS OCC,25798
MISSING PERSON,119612
ASSAULT,306273
OTHER OFFENSES,644587
VANDALISM,821315
FAMILY OFFENSES,596377
NON-CRIMINAL,771930
VEHICLE THEFT,759033
NON-CRIMINAL,481099
LOITERING,754943
ASSAULT,224305
OTHER OFFENSES,37453
ROBBERY,347661
LARCENY/THEFT,387151
LARCENY/THEFT,150686
DRUG/NARCOTIC,284927
WARRANTS,561554
FRAUD,589425
LARCENY/THEFT,51582
LARCENY/THEFT,844739
OTHER OFFENSES,714829
NON-CRIMINAL,850370
ROBBERY,711241
LARCENY/THEFT,275861
LARCENY/THEFT,308889
LARCENY/THEFT,381455
DRUG/NARCOTIC,847795
MISSING PERSON,93248
RUNAWAY,352122
ASSAULT,658057
OTHER OFFENSES,166400
LARCENY/THEFT,275074
LARCENY/THEFT,340736
DRUG/NARCOTIC,648598
DRUG/NARCOTIC,334777
VEHICLE THEFT,400938
BURGLARY,678345
LARCENY/THEFT,309274
WEAPON LAWS,671033
ARSON,299611
OTHER OFFENSES,449583
VANDALISM,738828
STOLEN PROPERTY,869384
LARCENY/THEFT,114889
ASSAULT,522267
VEHICLE THEFT,853792
OTHER OFFENSES,498114
WARRANTS,600708
LARCENY/THEFT,79940
VEHICLE THEFT,777532
SECONDARY CODES,740162
WARRANTS,92350
BURGLARY,264374
LARCENY/THEFT,298760
OTHER OFFENSES,478393
OTHER OFFENSES,428641
OTHER OFFENSES,770617
OTHER OFFENSES,843670
NON-CRIMINAL,177947
VEHICLE THEFT,497459
ASSAULT,607568
VANDALISM,294364
LARCENY/THEFT,579929
ASSAULT,707879
NON-CRIMINAL,459261
DRUG/NARCOTIC,101539
ASSAULT,405510
NON-CRIMINAL,31282
OTHER OFFENSES,188569
BURGLARY,218199
OTHER OFFENSES,631658
OTHER OFFENSES,695692
LARCENY/THEFT,359960
LARCENY/THEFT,481878
VEHICLE THEFT,672668
NON-CRIMINAL,117631
VEHICLE THEFT,661694
ASSAULT,373245
OTHER OFFENSES,456151
FORGERY/COUNTERFEITING,568287
VANDALISM,419447
NON-CRIMINAL,726977
ASSAULT,630039
LARCENY/THEFT,297920
VEHICLE THEFT,693141
LARCENY/THEFT,514087
VANDALISM,157488
NON-CRIMINAL,814341
NON-CRIMINAL,483786
DRUG/NARCOTIC,440720
LARCENY/THEFT,481084
LARCENY/THEFT,177720
LARCENY/THEFT,652625
STOLEN PROPERTY,309299
VEHICLE THEFT,652087
WARRANTS,835277
ASSAULT,833479
LARCENY/THEFT,853979
LARCENY/THEFT,735203
OTHER OFFENSES,320199
ASSAULT,725366
ROBBERY,654396
OTHER OFFENSES,213974
VANDALISM,291931
LARCENY/THEFT,490840
BURGLARY,482859
VEHICLE THEFT,451951
LARCENY/THEFT,749365
BURGLARY,254139
ASSAULT,268689
SUSPICIOUS OCC,332167
LARCENY/THEFT,327926
VEHICLE THEFT,851367
BURGLARY,702243
NON-CRIMINAL,377346
DRUG/NARCOTIC,16297
ASSAULT,190571
VEHICLE THEFT,176631
ROBBERY,398735
FORGERY/COUNTERFEITING,755669
NON-CRIMINAL,612366
ASSAULT,447554
LARCENY/THEFT,423046
ASSAULT,319705
NON-CRIMINAL,793852
OTHER OFFENSES,346035
MISSING PERSON,276162
OTHER OFFENSES,780682
LARCENY/THEFT,170251
LARCENY/THEFT,195553
TRESPASS,140792
VEHICLE THEFT,60
SECONDARY CODES,157576
OTHER OFFENSES,325982
NON-CRIMINAL,240877
ASSAULT,69762
DRUG/NARCOTIC,796428
PROSTITUTION,490356
MISSING PERSON,593385
VANDALISM,392126
OTHER OFFENSES,728926
SUSPICIOUS OCC,489488
VANDALISM,37703
NON-CRIMINAL,420657
SECONDARY CODES,287910
LARCENY/THEFT,413448
LARCENY/THEFT,685183
DRUG/NARCOTIC,813928
WARRANTS,463137
ASSAULT,185923
NON-CRIMINAL,129805
DRUG/NARCOTIC,747868
ASSAULT,732347
MISSING PERSON,469449
NON-CRIMINAL,176848
LARCENY/THEFT,175704
LARCENY/THEFT,645079
LARCENY/THEFT,136350
FORGERY/COUNTERFEITING,532431
BURGLARY,648131
SUSPICIOUS OCC,829316
ASSAULT,298909
NON-CRIMINAL,385608
DRUG/NARCOTIC,180478
OTHER OFFENSES,540098
LARCENY/THEFT,309580
ASSAULT,255838
VEHICLE THEFT,671318
DRUG/NARCOTIC,292873
TRESPASS,712057
NON-CRIMINAL,546025
NON-CRIMINAL,678289
OTHER OFFENSES,838967
NON-CRIMINAL,140097
BURGLARY,591508
TRESPASS,777329
DRUNKENNESS,558525
LARCENY/THEFT,219120
OTHER OFFENSES,248524
RECOVERED VEHICLE,314040
ASSAULT,144654
SUSPICIOUS OCC,219468
OTHER OFFENSES,10676
VEHICLE THEFT,533154
DRUG/NARCOTIC,747316
ASSAULT,182566
ASSAULT,747329
NON-CRIMINAL,169597
FRAUD,264568
DRUG/NARCOTIC,133344
OTHER OFFENSES,325494
VANDALISM,467952
WARRANTS,694830
LARCENY/THEFT,298848
OTHER OFFENSES,562818
VEHICLE THEFT,844334
DISORDERLY CONDUCT,498536
VEHICLE THEFT,769478
OTHER OFFENSES,124415
DRUG/NARCOTIC,385584
BURGLARY,775637
WARRANTS,803827
OTHER OFFENSES,194010
NON-CRIMINAL,731134
OTHER OFFENSES,822378
LIQUOR LAWS,779732
LARCENY/THEFT,245405
LARCENY/THEFT,129041
LARCENY/THEFT,276484
SUSPICIOUS OCC,326634
LARCENY/THEFT,787105
LARCENY/THEFT,788316
NON-CRIMINAL,67090
LARCENY/THEFT,360937
OTHER OFFENSES,143868
ASSAULT,323007
LARCENY/THEFT,201284
LARCENY/THEFT,468512
NON-CRIMINAL,471239
VEHICLE THEFT,807325
OTHER OFFENSES,800977
LARCENY/THEFT,512577
ASSAULT,842411
LARCENY/THEFT,815743
OTHER OFFENSES,501713
OTHER OFFENSES,114782
OTHER OFFENSES,750579
LARCENY/THEFT,433366
BURGLARY,59334
NON-CRIMINAL,859305
LARCENY/THEFT,552367
VEHICLE THEFT,411436
FRAUD,396214
ASSAULT,33654
BURGLARY,638421
OTHER OFFENSES,686968
NON-CRIMINAL,499573
VANDALISM,751814
BURGLARY,690302
FORGERY/COUNTERFEITING,867892
OTHER OFFENSES,371572
ASSAULT,398468
OTHER OFFENSES,316483
WARRANTS,95959
OTHER OFFENSES,558399
LARCENY/THEFT,20544
ASSAULT,173421
OTHER OFFENSES,32494
LARCENY/THEFT,828421
ROBBERY,627318
ASSAULT,452663
VANDALISM,262982
ROBBERY,321242
LARCENY/THEFT,213448
VEHICLE THEFT,368940
LARCENY/THEFT,864210
LARCENY/THEFT,385443
WARRANTS,404107
OTHER OFFENSES,560998
OTHER OFFENSES,437965
LARCENY/THEFT,294384
LARCENY/THEFT,794945
NON-CRIMINAL,158766
ASSAULT,221162
OTHER OFFENSES,499396
LARCENY/THEFT,646106
BURGLARY,153054
ASSAULT,369848
OTHER OFFENSES,61239
SUSPICIOUS OCC,593936
BURGLARY,710304
VEHICLE THEFT,730508
OTHER OFFENSES,480006
SUSPICIOUS OCC,538797
OTHER OFFENSES,406880
LARCENY/THEFT,702048
LARCENY/THEFT,56855
LARCENY/THEFT,444517
LARCENY/THEFT,211953
LARCENY/THEFT,530606
ROBBERY,291949
VEHICLE THEFT,766583
NON-CRIMINAL,781369
ASSAULT,144743
LARCENY/THEFT,609314
LARCENY/THEFT,584839
LARCENY/THEFT,829155
VANDALISM,642428
DRUG/NARCOTIC,501736
ASSAULT,318124
LARCENY/THEFT,608778
VANDALISM,492276
WARRANTS,69103
ASSAULT,798852
ASSAULT,2725
ASSAULT,608561
LARCENY/THEFT,465516
ROBBERY,7575
LARCENY/THEFT,539818
OTHER OFFENSES,525628
FORGERY/COUNTERFEITING,507264
SUSPICIOUS OCC,286799
BURGLARY,704917
ASSAULT,624833
ASSAULT,513523
OTHER OFFENSES,321798
ASSAULT,262385
LARCENY/THEFT,405986
LARCENY/THEFT,537349
OTHER OFFENSES,712975
ASSAULT,728203
OTHER OFFENSES,853803
OTHER OFFENSES,777664
VEHICLE THEFT,296391
LARCENY/THEFT,234349
BURGLARY,305110
SUSPICIOUS OCC,482347
NON-CRIMINAL,475598
LARCENY/THEFT,130472
VANDALISM,197
DRUG/NARCOTIC,255680
SUSPICIOUS OCC,237336
DISORDERLY CONDUCT,680474
DRUG/NARCOTIC,810635
LARCENY/THEFT,458962
BURGLARY,168611
BURGLARY,633532
LARCENY/THEFT,812223
OTHER OFFENSES,466029
NON-CRIMINAL,157415
TRESPASS,874899
WARRANTS,234133
ASSAULT,326606
OTHER OFFENSES,697296
OTHER OFFENSES,809553
LARCENY/THEFT,102818
VEHICLE THEFT,861883
FORGERY/COUNTERFEITING,766133
MISSING PERSON,367788
OTHER OFFENSES,742293
NON-CRIMINAL,171736
LARCENY/THEFT,670850
NON-CRIMINAL,106756
ROBBERY,192178
LARCENY/THEFT,435479
VEHICLE THEFT,780780
ROBBERY,614871
ASSAULT,212225
VEHICLE THEFT,755274
DRUG/NARCOTIC,760039
OTHER OFFENSES,338764
OTHER OFFENSES,304170
LARCENY/THEFT,343373
ROBBERY,128294
LARCENY/THEFT,188415
DRUG/NARCOTIC,175217
LARCENY/THEFT,749817
OTHER OFFENSES,408594
LARCENY/THEFT,155388
LARCENY/THEFT,544945
OTHER OFFENSES,801575
LARCENY/THEFT,684922
NON-CRIMINAL,155491
NON-CRIMINAL,732596
MISSING PERSON,16543
OTHER OFFENSES,261223
VEHICLE THEFT,762987
NON-CRIMINAL,154715
DRUG/NARCOTIC,432205
FRAUD,208582
OTHER OFFENSES,12765
FRAUD,595062
WARRANTS,750118
NON-CRIMINAL,417021
OTHER OFFENSES,271660
LARCENY/THEFT,267160
NON-CRIMINAL,141037
NON-CRIMINAL,280776
ASSAULT,525305
WEAPON LAWS,385822
LARCENY/THEFT,308186
DRUG/NARCOTIC,265570
SUSPICIOUS OCC,306082
WARRANTS,189994
ASSAULT,421497
ASSAULT,627641
NON-CRIMINAL,768612
WARRANTS,289942
LARCENY/THEFT,364271
OTHER OFFENSES,147887
NON-CRIMINAL,559305
LARCENY/THEFT,237116
FRAUD,165870
DRUG/NARCOTIC,196854
WARRANTS,328473
DISORDERLY CONDUCT,503004
DRUNKENNESS,249427
OTHER OFFENSES,426963
OTHER OFFENSES,830302
VEHICLE THEFT,661403
OTHER OFFENSES,607741
RECOVERED VEHICLE,575631
VEHICLE THEFT,604619
LARCENY/THEFT,58840
VEHICLE THEFT,553984
NON-CRIMINAL,350614
VEHICLE THEFT,213449
NON-CRIMINAL,105329
WARRANTS,550111
VEHICLE THEFT,757394
OTHER OFFENSES,104167
WARRANTS,355610
OTHER OFFENSES,602439
DRUG/NARCOTIC,389238
LARCENY/THEFT,352775
WARRANTS,284803
ASSAULT,142575
FORGERY/COUNTERFEITING,744867
BURGLARY,90877
ASSAULT,239136
VANDALISM,315453
ASSAULT,792874
LARCENY/THEFT,513469
LARCENY/THEFT,356680
LARCENY/THEFT,715673
NON-CRIMINAL,268167
NON-CRIMINAL,771694
OTHER OFFENSES,352349
NON-CRIMINAL,530280
OTHER OFFENSES,128889
NON-CRIMINAL,24660
LARCENY/THEFT,753650
RECOVERED VEHICLE,594164
NON-CRIMINAL,457429
VEHICLE THEFT,731687
LARCENY/THEFT,839749
WEAPON LAWS,405673
LARCENY/THEFT,244132
DRUG/NARCOTIC,691614
SUSPICIOUS OCC,328046
VANDALISM,712573
ASSAULT,191464
NON-CRIMINAL,308039
OTHER OFFENSES,42344
OTHER OFFENSES,370909
OTHER OFFENSES,495782
DRUG/NARCOTIC,369814
LARCENY/THEFT,173428
LARCENY/THEFT,592952
WARRANTS,208246
BURGLARY,461998
OTHER OFFENSES,416544
DRUG/NARCOTIC,79901
SEX OFFENSES FORCIBLE,529540
DRUNKENNESS,108239
OTHER OFFENSES,341533
OTHER OFFENSES,869983
LARCENY/THEFT,444273
NON-CRIMINAL,335896
BURGLARY,839776
ASSAULT,529475
LARCENY/THEFT,39524
OTHER OFFENSES,439480
ASSAULT,25630
WARRANTS,854442
LARCENY/THEFT,283871
VEHICLE THEFT,628137
DRUG/NARCOTIC,796915
LARCENY/THEFT,522002
DRUG/NARCOTIC,650392
OTHER OFFENSES,45890
BURGLARY,713417
LARCENY/THEFT,107543
ROBBERY,484101
VEHICLE THEFT,254637
LARCENY/THEFT,312431
DRUG/NARCOTIC,839285
OTHER OFFENSES,324550
NON-CRIMINAL,748860
ASSAULT,607070
VEHICLE THEFT,812256
LARCENY/THEFT,643587
OTHER OFFENSES,729840
BURGLARY,449344
WEAPON LAWS,6689
STOLEN PROPERTY,628223
LARCENY/THEFT,501362
OTHER OFFENSES,612069
VANDALISM,90270
VANDALISM,498551
SUSPICIOUS OCC,556606
VEHICLE THEFT,419525
OTHER OFFENSES,531151
FRAUD,39573
VEHICLE THEFT,583457
SECONDARY CODES,217225
LARCENY/THEFT,142869
WARRANTS,574427
NON-CRIMINAL,371689
LARCENY/THEFT,123659
LARCENY/THEFT,561532
NON-CRIMINAL,586910
LARCENY/THEFT,116546
LARCENY/THEFT,380637
OTHER OFFENSES,460603
ASSAULT,200896
NON-CRIMINAL,50233
MISSING PERSON,361863
FORGERY/COUNTERFEITING,726137
ASSAULT,395677
LARCENY/THEFT,340775
NON-CRIMINAL,250653
DRUG/NARCOTIC,555051
LARCENY/THEFT,744472
LARCENY/THEFT,687901
FRAUD,873371
DRUG/NARCOTIC,408892
VEHICLE THEFT,137642
LARCENY/THEFT,616475
NON-CRIMINAL,635742
NON-CRIMINAL,294545
OTHER OFFENSES,653473
BURGLARY,626439
ROBBERY,805948
OTHER OFFENSES,757291
VANDALISM,52078
DRIVING UNDER THE INFLUENCE,239044
MISSING PERSON,295617
WARRANTS,109261
MISSING PERSON,718115
NON-CRIMINAL,82056
FRAUD,476280
FRAUD,329825
LARCENY/THEFT,316824
OTHER OFFENSES,332266
VEHICLE THEFT,625736
LARCENY/THEFT,725218
OTHER OFFENSES,311841
ASSAULT,575299
ASSAULT,94250
ROBBERY,483018
NON-CRIMINAL,500432
NON-CRIMINAL,100864
LARCENY/THEFT,16479
LARCENY/THEFT,236867
NON-CRIMINAL,759802
LARCENY/THEFT,710303
MISSING PERSON,475719
OTHER OFFENSES,709865
LARCENY/THEFT,53280
ROBBERY,300229
LARCENY/THEFT,172190
LARCENY/THEFT,490192
ASSAULT,202156
VANDALISM,233218
ASSAULT,657794
VEHICLE THEFT,751698
OTHER OFFENSES,32322
SUSPICIOUS OCC,864373
LARCENY/THEFT,191902
PROSTITUTION,415323
OTHER OFFENSES,480139
ARSON,510700
NON-CRIMINAL,679676
NON-CRIMINAL,406250
NON-CRIMINAL,385931
LIQUOR LAWS,57087
NON-CRIMINAL,156971
LARCENY/THEFT,241524
MISSING PERSON,326585
OTHER OFFENSES,72687
ASSAULT,243744
WARRANTS,98647
ROBBERY,302546
BURGLARY,630237
WARRANTS,694260
OTHER OFFENSES,439236
SEX OFFENSES FORCIBLE,442242
LARCENY/THEFT,441297
MISSING PERSON,268533
NON-CRIMINAL,232018
OTHER OFFENSES,384081
LARCENY/THEFT,90015
OTHER OFFENSES,190013
VEHICLE THEFT,752740
MISSING PERSON,474364
LARCENY/THEFT,568326
NON-CRIMINAL,861381
DRUG/NARCOTIC,416867
WARRANTS,514562
NON-CRIMINAL,171231
WARRANTS,721021
OTHER OFFENSES,120367
ROBBERY,809082
PROSTITUTION,728116
NON-CRIMINAL,280186
NON-CRIMINAL,265169
OTHER OFFENSES,205150
BURGLARY,733577
VANDALISM,51895
OTHER OFFENSES,24927
FORGERY/COUNTERFEITING,416916
OTHER OFFENSES,861190
LARCENY/THEFT,717818
OTHER OFFENSES,91787
WARRANTS,868696
LARCENY/THEFT,811766
BURGLARY,563827
ASSAULT,769329
VEHICLE THEFT,619853
WEAPON LAWS,778723
OTHER OFFENSES,710530
WEAPON LAWS,567388
BURGLARY,156502
OTHER OFFENSES,190419
NON-CRIMINAL,642969
VANDALISM,720496
VANDALISM,787111
NON-CRIMINAL,133330
NON-CRIMINAL,583715
OTHER OFFENSES,87494
NON-CRIMINAL,321880
LARCENY/THEFT,229416
ASSAULT,229411
WARRANTS,683709
SECONDARY CODES,244104
VANDALISM,363538
VEHICLE THEFT,502267
BURGLARY,97834
ASSAULT,567457
LARCENY/THEFT,130465
BURGLARY,583228
OTHER OFFENSES,173721
LIQUOR LAWS,510305
LARCENY/THEFT,403207
ASSAULT,460364
ASSAULT,629650
VANDALISM,260083
VEHICLE THEFT,811526
NON-CRIMINAL,522191
OTHER OFFENSES,2684
OTHER OFFENSES,94530
NON-CRIMINAL,183936
LARCENY/THEFT,151545
MISSING PERSON,567684
VEHICLE THEFT,345769
ASSAULT,276101
WEAPON LAWS,130852
DRUG/NARCOTIC,467342
SUSPICIOUS OCC,238758
MISSING PERSON,591291
TRESPASS,232675
VEHICLE THEFT,254160
ASSAULT,798840
FORGERY/COUNTERFEITING,465972
VANDALISM,845425
ASSAULT,300312
ASSAULT,341508
NON-CRIMINAL,191072
NON-CRIMINAL,258685
LARCENY/THEFT,873154
DRUG/NARCOTIC,355902
VANDALISM,33177
OTHER OFFENSES,259372
ROBBERY,688924
WARRANTS,720971
BURGLARY,747298
ASSAULT,720016
LARCENY/THEFT,77248
DRUG/NARCOTIC,309606
NON-CRIMINAL,561874
VEHICLE THEFT,760570
WARRANTS,239448
STOLEN PROPERTY,112427
LARCENY/THEFT,369558
NON-CRIMINAL,471084
VEHICLE THEFT,633073
SUSPICIOUS OCC,377879
DRUG/NARCOTIC,593771
WARRANTS,724851
DRUG/NARCOTIC,486645
ROBBERY,88318
OTHER OFFENSES,252099
OTHER OFFENSES,717999
DRUG/NARCOTIC,598937
OTHER OFFENSES,393487
SUSPICIOUS OCC,379008
MISSING PERSON,111020
NON-CRIMINAL,811702
SECONDARY CODES,780855
NON-CRIMINAL,482832
VANDALISM,322579
ASSAULT,761484
NON-CRIMINAL,25283
MISSING PERSON,513003
OTHER OFFENSES,249391
OTHER OFFENSES,464324
NON-CRIMINAL,826934
WEAPON LAWS,303525
OTHER OFFENSES,43805
OTHER OFFENSES,581141
ASSAULT,237756
VANDALISM,667249
OTHER OFFENSES,520589
OTHER OFFENSES,102586
SECONDARY CODES,30874
OTHER OFFENSES,419156
NON-CRIMINAL,809993
OTHER OFFENSES,9095
VANDALISM,9351
OTHER OFFENSES,157273
NON-CRIMINAL,557162
LARCENY/THEFT,199373
BURGLARY,15382
